,cmr_a_0,cmr_b_0,cmr_c_0,cmr_d_0,cmr_e_0,cmr_f_0,cmr_g_0,cmr_h_0,cmr_i_0,cmr_j_0,cmr_k_0,cmr_l_0,cmr_m_0,cmr_n_0,cmr_a_1,cmr_b_1,cmr_c_1,cmr_d_1,cmr_e_1,cmr_f_1,cmr_g_1,cmr_h_1,cmr_i_1,cmr_j_1,cmr_k_1,cmr_l_1,cmr_m_1,cmr_n_1,cmr_c_2,cmr_g_2,cmr_h_2,cmr_i_2,cmr_j_2,cmr_k_2,cmr_m_2,mr_a_0,mr_b_0,mr_c_0,mr_d_0,mr_e_0,mr_f_0,mr_g_0,mr_h_0,mr_i_0,mr_j_0,mr_k_0,mr_l_0,mr_m_0,mr_n_0,mr_a_1,mr_b_1,mr_c_1,mr_d_1,mr_e_1,mr_f_1,mr_g_1,mr_h_1,mr_i_1,mr_j_1,mr_k_1,mr_l_1,mr_m_1,mr_n_1,mr_a_2,mr_b_2,mr_c_2,mr_d_2,mr_e_2,mr_f_2,mr_g_2,mr_h_2,mr_i_2,mr_j_2,mr_k_2,mr_l_2,mr_m_2,mr_n_2,all_a_0,all_b_0,all_c_0,all_d_0,all_e_0,all_f_0,all_g_0,all_h_0,all_i_0,all_j_0,all_k_0,all_l_0,all_m_0,all_n_0,all_a_1,all_b_1,all_c_1,all_d_1,all_e_1,all_f_1,all_g_1,all_h_1,all_i_1,all_j_1,all_k_1,all_l_1,all_m_1,all_n_1,all_a_2,all_b_2,all_c_2,all_d_2,all_e_2,all_f_2,all_g_2,all_h_2,all_i_2,all_j_2,all_k_2,all_l_2,all_m_2,all_n_2
383.0,56.0,-3.0,272.0,394.0,524.0,-3.0,-3.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,-3.0,280.0,403.0,529.0,-3.0,-3.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,282.0,-3.0,-5.0,-4.0,-4.0,-4.0,-4.0,70.0,-3.0,293.0,418.0,539.0,-3.0,-3.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,89.0,-3.0,311.0,444.0,561.0,-3.0,-3.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,-3.0,319.0,449.0,566.0,-3.0,-3.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,19.0,-3.0,211.0,341.0,468.0,-3.0,-3.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,42.0,-3.0,253.0,381.0,505.0,-3.0,-3.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,-3.0,262.0,390.0,513.0,-3.0,-3.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
384.0,56.0,-3.0,-3.0,394.0,524.0,629.0,0.0,878.0,0.0,1126.0,1259.0,-4.0,-4.0,-4.0,65.0,-3.0,-3.0,403.0,529.0,641.0,0.0,886.0,0.0,1141.0,1273.0,-4.0,-4.0,-4.0,-3.0,0.0,889.0,0.0,1145.0,1277.0,-4.0,70.0,-3.0,-3.0,421.0,538.0,647.0,766.0,891.0,1021.0,1150.0,1279.0,-4.0,-4.0,-4.0,89.0,-3.0,-3.0,444.0,561.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,93.0,-3.0,-3.0,449.0,566.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,3.0,-3.0,-3.0,340.0,468.0,571.0,684.0,810.0,931.0,1067.0,1191.0,-4.0,-4.0,-4.0,39.0,-3.0,-3.0,381.0,505.0,609.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,49.0,-3.0,-3.0,390.0,513.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
385.0,56.0,153.0,269.0,394.0,524.0,629.0,755.0,882.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,159.0,279.0,403.0,529.0,641.0,762.0,885.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,282.0,765.0,889.0,-4.0,-4.0,-4.0,-4.0,70.0,170.0,286.0,421.0,539.0,657.0,780.0,904.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,89.0,183.0,311.0,444.0,561.0,678.0,801.0,923.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,449.0,566.0,681.0,803.0,926.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,19.0,115.0,210.0,340.0,469.0,583.0,701.0,824.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,42.0,138.0,253.0,381.0,505.0,615.0,736.0,862.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,390.0,513.0,624.0,746.0,871.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
386.0,60.0,-5.0,-5.0,-5.0,-5.0,0.0,755.0,-5.0,1000.0,-5.0,-5.0,-4.0,-4.0,-4.0,65.0,-5.0,-5.0,-5.0,-5.0,0.0,762.0,-5.0,1013.0,-5.0,-5.0,-4.0,-4.0,-4.0,-5.0,765.0,-5.0,1017.0,-5.0,-5.0,-4.0,70.0,-5.0,-5.0,-5.0,-5.0,0.0,775.0,-5.0,1026.0,-5.0,-5.0,-4.0,-4.0,-4.0,89.0,-5.0,-5.0,-5.0,-5.0,0.0,800.0,-5.0,1055.0,-5.0,-5.0,-4.0,-4.0,-4.0,93.0,-5.0,-5.0,-5.0,-5.0,0.0,803.0,-5.0,1060.0,-5.0,-5.0,-4.0,-4.0,-4.0,19.0,-5.0,-5.0,-5.0,-5.0,575.0,703.0,-5.0,939.0,-5.0,-5.0,-4.0,-4.0,-4.0,42.0,-5.0,-5.0,-5.0,-5.0,613.0,737.0,-5.0,980.0,-5.0,-5.0,-4.0,-4.0,-4.0,50.0,-5.0,-5.0,-5.0,-5.0,622.0,746.0,-5.0,992.0,-5.0,-5.0,-4.0,-4.0,-4.0
387.0,60.0,153.0,-5.0,0.0,0.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,159.0,-5.0,0.0,0.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-5.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,77.0,169.0,-5.0,0.0,0.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,89.0,183.0,-5.0,0.0,0.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,187.0,-5.0,0.0,0.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,15.0,113.0,-5.0,340.0,475.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,42.0,138.0,-5.0,381.0,508.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,145.0,-5.0,390.0,514.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
388.0,56.0,0.0,269.0,394.0,524.0,629.0,751.0,875.0,1000.0,1128.0,1259.0,-4.0,-4.0,-4.0,65.0,0.0,279.0,403.0,529.0,641.0,761.0,885.0,1013.0,1142.0,1273.0,-4.0,-4.0,-4.0,282.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,70.0,170.0,286.0,421.0,538.0,647.0,766.0,891.0,1022.0,1147.0,1279.0,-4.0,-4.0,-4.0,89.0,183.0,311.0,444.0,561.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,449.0,566.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,17.0,112.0,213.0,340.0,472.0,571.0,688.0,806.0,931.0,1067.0,1191.0,-4.0,-4.0,-4.0,39.0,138.0,253.0,381.0,506.0,609.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,49.0,145.0,262.0,390.0,513.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
389.0,0.0,0.0,0.0,0.0,525.0,635.0,753.0,875.0,0.0,0.0,-3.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,527.0,641.0,761.0,885.0,0.0,0.0,-3.0,-4.0,-4.0,-4.0,0.0,765.0,889.0,0.0,0.0,-3.0,-4.0,76.0,172.0,0.0,417.0,544.0,658.0,783.0,906.0,1030.0,1150.0,-3.0,-4.0,-4.0,-4.0,91.0,184.0,0.0,443.0,562.0,678.0,801.0,923.0,1053.0,1178.0,-3.0,-4.0,-4.0,-4.0,93.0,187.0,0.0,449.0,566.0,681.0,803.0,926.0,1060.0,1184.0,-3.0,-4.0,-4.0,-4.0,22.0,116.0,216.0,344.0,476.0,586.0,704.0,827.0,941.0,1078.0,-3.0,-4.0,-4.0,-4.0,43.0,139.0,255.0,382.0,509.0,616.0,738.0,863.0,978.0,1114.0,-3.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,390.0,515.0,624.0,746.0,871.0,992.0,1120.0,-3.0,-4.0,-4.0,-4.0
390.0,56.0,152.0,272.0,399.0,0.0,629.0,0.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,158.0,280.0,403.0,0.0,641.0,0.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,282.0,0.0,0.0,-4.0,-4.0,-4.0,-4.0,81.0,172.0,297.0,417.0,0.0,658.0,0.0,906.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,91.0,184.0,314.0,443.0,0.0,678.0,0.0,923.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,449.0,0.0,681.0,0.0,926.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,23.0,116.0,216.0,344.0,477.0,587.0,705.0,828.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,43.0,139.0,255.0,382.0,509.0,616.0,738.0,863.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,390.0,515.0,624.0,746.0,871.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
391.0,-3.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,0.0,-3.0,-4.0,-4.0,-4.0,-4.0,-3.0,173.0,297.0,-3.0,544.0,658.0,783.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,185.0,314.0,-3.0,562.0,678.0,801.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,187.0,319.0,-3.0,566.0,681.0,803.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,116.0,216.0,-3.0,477.0,586.0,704.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,139.0,255.0,-3.0,509.0,616.0,738.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,145.0,262.0,-3.0,515.0,624.0,746.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
392.0,-5.0,-5.0,-5.0,-5.0,-5.0,635.0,-5.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,641.0,-5.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,659.0,-5.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,678.0,-5.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,681.0,-5.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,587.0,-5.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,616.0,-5.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,624.0,-5.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
393.0,-3.0,152.0,272.0,397.0,521.0,629.0,755.0,882.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,158.0,280.0,403.0,529.0,641.0,762.0,885.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,282.0,765.0,889.0,-4.0,-4.0,-4.0,-4.0,-3.0,174.0,298.0,422.0,543.0,660.0,782.0,905.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,184.0,314.0,443.0,562.0,678.0,801.0,923.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,187.0,319.0,449.0,566.0,681.0,803.0,926.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,117.0,217.0,345.0,478.0,588.0,706.0,829.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,139.0,255.0,382.0,507.0,616.0,738.0,864.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,145.0,262.0,390.0,513.0,624.0,746.0,871.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
394.0,59.0,152.0,272.0,399.0,525.0,0.0,753.0,875.0,1000.0,1126.0,1259.0,0.0,1510.0,1643.0,65.0,158.0,280.0,403.0,527.0,0.0,761.0,885.0,1013.0,1141.0,1273.0,0.0,1524.0,1655.0,282.0,765.0,889.0,1017.0,1145.0,1277.0,1528.0,80.0,172.0,297.0,423.0,544.0,0.0,784.0,907.0,1030.0,1150.0,1292.0,1402.0,1531.0,1658.0,91.0,184.0,314.0,443.0,562.0,0.0,799.0,923.0,1053.0,1178.0,1315.0,1426.0,1568.0,1690.0,93.0,187.0,319.0,449.0,566.0,0.0,803.0,926.0,1060.0,1184.0,1318.0,1432.0,1575.0,1696.0,23.0,116.0,217.0,346.0,476.0,586.0,707.0,830.0,941.0,1079.0,1198.0,1321.0,1435.0,1578.0,43.0,139.0,255.0,382.0,509.0,616.0,737.0,864.0,978.0,1114.0,1245.0,1371.0,1490.0,1626.0,50.0,145.0,262.0,390.0,515.0,624.0,746.0,871.0,992.0,1120.0,1253.0,1383.0,1503.0,1637.0
395.0,59.0,154.0,271.0,397.0,521.0,634.0,754.0,882.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,158.0,279.0,403.0,529.0,641.0,762.0,885.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,282.0,765.0,889.0,-4.0,-4.0,-4.0,-4.0,80.0,174.0,298.0,422.0,543.0,660.0,782.0,905.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,91.0,184.0,314.0,443.0,562.0,678.0,801.0,923.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,449.0,566.0,681.0,803.0,926.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,20.0,117.0,215.0,345.0,478.0,588.0,708.0,829.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,43.0,139.0,254.0,382.0,507.0,616.0,738.0,864.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,390.0,513.0,624.0,746.0,871.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,-4.0,0.0,173.0,297.0,0.0,544.0,658.0,785.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,185.0,314.0,0.0,562.0,678.0,801.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,187.0,319.0,0.0,566.0,681.0,803.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,23.0,116.0,216.0,344.0,476.0,587.0,709.0,828.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,43.0,139.0,255.0,382.0,509.0,616.0,738.0,863.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,390.0,515.0,624.0,746.0,871.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
397.0,59.0,152.0,269.0,-3.0,524.0,-3.0,755.0,882.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,158.0,279.0,-3.0,529.0,-3.0,762.0,885.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,282.0,765.0,889.0,-4.0,-4.0,-4.0,-4.0,80.0,172.0,297.0,-3.0,543.0,-3.0,782.0,904.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,91.0,184.0,314.0,-3.0,562.0,-3.0,801.0,923.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,-3.0,566.0,-3.0,803.0,926.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,21.0,116.0,217.0,-3.0,474.0,-3.0,706.0,831.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,43.0,139.0,255.0,-3.0,507.0,-3.0,738.0,862.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,-3.0,513.0,-3.0,746.0,871.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
398.0,59.0,152.0,272.0,399.0,523.0,629.0,753.0,882.0,1000.0,0.0,1259.0,-4.0,-4.0,-4.0,65.0,158.0,280.0,403.0,529.0,641.0,761.0,885.0,1013.0,0.0,1273.0,-4.0,-4.0,-4.0,282.0,765.0,889.0,1017.0,0.0,1277.0,-4.0,80.0,174.0,298.0,423.0,544.0,659.0,785.0,906.0,1030.0,1150.0,1293.0,-4.0,-4.0,-4.0,91.0,184.0,314.0,443.0,562.0,678.0,801.0,923.0,1053.0,1178.0,1315.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,449.0,566.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,23.0,116.0,217.0,347.0,477.0,587.0,705.0,828.0,941.0,1078.0,1206.0,-4.0,-4.0,-4.0,43.0,139.0,255.0,382.0,509.0,616.0,738.0,863.0,978.0,1114.0,1245.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,390.0,515.0,624.0,746.0,871.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
399.0,59.0,152.0,269.0,399.0,-5.0,635.0,-5.0,882.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,158.0,279.0,403.0,-5.0,641.0,-5.0,885.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,282.0,-5.0,889.0,-4.0,-4.0,-4.0,-4.0,80.0,172.0,297.0,422.0,-5.0,657.0,-5.0,904.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,91.0,184.0,314.0,443.0,-5.0,678.0,-5.0,923.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,449.0,-5.0,681.0,-5.0,926.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,21.0,116.0,218.0,345.0,-5.0,589.0,-5.0,831.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,43.0,139.0,255.0,382.0,-5.0,616.0,-5.0,862.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,390.0,-5.0,624.0,-5.0,871.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
400.0,59.0,-5.0,-5.0,397.0,521.0,634.0,754.0,875.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,-5.0,-5.0,403.0,529.0,641.0,762.0,885.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-5.0,765.0,889.0,-4.0,-4.0,-4.0,-4.0,80.0,-5.0,-5.0,424.0,543.0,660.0,782.0,891.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,91.0,-5.0,-5.0,444.0,562.0,678.0,801.0,919.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,-5.0,-5.0,449.0,566.0,681.0,803.0,926.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,20.0,-5.0,-5.0,348.0,478.0,588.0,708.0,831.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,43.0,-5.0,-5.0,382.0,507.0,616.0,738.0,862.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,-5.0,-5.0,390.0,513.0,624.0,746.0,871.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
401.0,59.0,154.0,271.0,397.0,0.0,634.0,754.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,158.0,279.0,403.0,0.0,641.0,762.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,282.0,765.0,-3.0,-4.0,-4.0,-4.0,-4.0,80.0,174.0,298.0,422.0,0.0,660.0,782.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,91.0,184.0,314.0,443.0,0.0,678.0,801.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,449.0,0.0,681.0,803.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,20.0,117.0,215.0,345.0,478.0,588.0,708.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,43.0,139.0,254.0,382.0,507.0,616.0,738.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,390.0,513.0,624.0,746.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
402.0,59.0,152.0,272.0,399.0,525.0,635.0,753.0,-3.0,1000.0,1128.0,1259.0,-4.0,-4.0,-4.0,65.0,158.0,280.0,403.0,527.0,641.0,761.0,-3.0,1013.0,1142.0,1273.0,-4.0,-4.0,-4.0,282.0,765.0,-3.0,1017.0,1145.0,1277.0,-4.0,80.0,172.0,297.0,423.0,544.0,659.0,786.0,-3.0,1030.0,1150.0,1294.0,-4.0,-4.0,-4.0,91.0,184.0,314.0,443.0,562.0,678.0,801.0,-3.0,1053.0,1178.0,1315.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,449.0,566.0,681.0,803.0,-3.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,21.0,116.0,218.0,347.0,477.0,587.0,709.0,-3.0,944.0,1079.0,1203.0,-4.0,-4.0,-4.0,43.0,139.0,255.0,382.0,509.0,616.0,738.0,-3.0,978.0,1114.0,1240.0,-4.0,-4.0,-4.0,50.0,145.0,262.0,390.0,515.0,624.0,746.0,-3.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
403.0,61.0,152.0,-3.0,394.0,0.0,629.0,753.0,875.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,158.0,-3.0,403.0,0.0,641.0,761.0,885.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,765.0,889.0,-4.0,-4.0,-4.0,-4.0,81.0,172.0,-3.0,422.0,545.0,659.0,786.0,907.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,91.0,184.0,-3.0,443.0,562.0,678.0,801.0,923.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,187.0,-3.0,449.0,566.0,681.0,803.0,926.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,21.0,116.0,-3.0,345.0,476.0,587.0,704.0,827.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,43.0,139.0,-3.0,382.0,509.0,616.0,738.0,863.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,145.0,-3.0,390.0,515.0,624.0,746.0,871.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
404.0,0.0,-3.0,269.0,394.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,-3.0,279.0,403.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,282.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,-3.0,297.0,417.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,-3.0,314.0,443.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,-3.0,319.0,449.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,21.0,-3.0,216.0,344.0,476.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,43.0,-3.0,255.0,382.0,509.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,50.0,-3.0,262.0,390.0,515.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
405.0,57.0,0.0,0.0,397.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,66.0,0.0,0.0,403.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,71.0,175.0,297.0,417.0,545.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,90.0,184.0,314.0,443.0,562.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,187.0,319.0,449.0,566.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,24.0,118.0,219.0,349.0,479.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,44.0,140.0,254.0,382.0,509.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,51.0,146.0,262.0,390.0,515.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
406.0,-3.0,0.0,-3.0,-3.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,0.0,-3.0,-3.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,172.0,-3.0,-3.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,184.0,-3.0,-3.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,187.0,-3.0,-3.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,116.0,-3.0,-3.0,477.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,139.0,-3.0,-3.0,509.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,145.0,-3.0,-3.0,515.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
